Container,SzTpHt,A,Line,Location,Destination,Freight Kind,POD,Position,Booking,Category,Vessel / Voyage,Gross WT,Tare WT,,In Time,A,Holds,Commodity,Haz Details,Temp Req,Units,On Dock,OOG,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4576860,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580210,SSPHVAN0081388,EXPRT,ANAM / 09,27910,3900,,3-4-2020 2:53:09 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8884422,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-101686,ZIMUVAN0081585,EXPRT,ANAM / 09,25500,3900,,3-4-2020 1:11:17 PM,,,LUMBER,,,,N,,,,,,,,,ZCSU888442,,,,,,,,,,,,,,,,
TCLU2304090,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231006,ZIMUMTL0083956,EXPRT,ANAM / 09,29413,2200,,3-4-2020 1:37:40 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7012092,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301206,ZIMUVAN0081607,EXPRT,ANAM / 09,27095,3900,,3-4-2020 2:38:58 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6514223,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580188,ZIMUVAN0081645,EXPRT,ANAM / 09,27990,3730,,3-4-2020 1:24:01 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7095414,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580088,ZIMUVAN0081645,EXPRT,ANAM / 09,28150,3900,,3-4-2020 1:25:26 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU9228333,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300714,ZIMUVAN0081199,EXPRT,ANAM / 09,29200,3860,,3-4-2020 1:30:33 PM,,,LUMBER,,,,N,,,,,,,,,CAIU922833,,,,,,,,,,,,,,,,
ZIMU1388076,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290804,ZIMUMTL904628,EXPRT,ANAM / 09,29463,2260,,3-5-2020 10:17:19 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2936718,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290602,ZIMUMTL904628,EXPRT,ANAM / 09,29202,2260,,3-5-2020 10:48:19 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1154015,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090108,ZIMUMTL0084252,EXPRT,ANAM / 09,29292,2260,,3-5-2020 11:08:20 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU5491999,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-220604,ZIMUVAN0081645,EXPRT,ANAM / 09,27814,3700,,3-4-2020 2:51:29 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU2538639,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310604,ZIMUMTL904628,EXPRT,ANAM / 09,29162,2120,,3-5-2020 10:37:22 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8540598,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380214,ZIMUVAN0081645,EXPRT,ANAM / 09,27917,3900,,3-4-2020 11:41:06 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,ZCSU854059,,,,,,,,,,,,,,,,
TGBU7208898,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580212,SSPHVAN0081388,EXPRT,ANAM / 09,24010,3700,,3-4-2020 2:48:22 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,TGBU720889,,,,,,,,,,,,,,,,
GLDU3876580,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090204,ZIMUMTL0083667,EXPRT,ANAM / 09,29750,2350,,3-4-2020 4:59:41 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,GLDU387658,,,,,,,,,,,,,,,,
TRIU8633163,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500386,ZIMUHFX0024800,EXPRT,ANAM / 09,26011,4750,,3-4-2020 5:07:16 PM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU8966120,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580282,ZIMUVAN0081194,EXPRT,ANAM / 09,30061,3900,,3-4-2020 5:51:49 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,JXLU896612,,,,,,,,,,,,,,,,
TGBU7071465,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580082,ZIMUVAN0081194,EXPRT,ANAM / 09,29995,3700,,3-4-2020 5:49:16 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,TGBU707146,,,,,,,,,,,,,,,,
TCKU3925474,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090006,ZIMUMTL0083667,EXPRT,ANAM / 09,29720,2350,,3-4-2020 5:08:01 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1286794,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231010,SSPHMTL0084061,EXPRT,ANAM / 09,29483,2220,,3-4-2020 5:52:11 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU5844391,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380382,ZIMUMTL0083699,EXPRT,ANAM / 09,30503,4680,,2-26-2020 10:45:04 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8621663,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580214,SSPHVAN0081388,EXPRT,ANAM / 09,27870,3860,,3-4-2020 2:33:30 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6137157,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301212,ZIMUVAN0081199,EXPRT,ANAM / 09,28575,3700,,3-4-2020 2:03:56 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2311455,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-101116,ZIMUVAN0081677,EXPRT,ANAM / 09,26692,3700,,3-4-2020 11:37:45 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7049126,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-101216,ZIMUVAN0081607,EXPRT,ANAM / 09,26876,3900,,3-4-2020 11:42:14 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7201810,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580486,ZIMUVAN0081645,EXPRT,ANAM / 09,27955,3700,,3-4-2020 1:06:24 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5852252,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500010,ZIMUVAN0081759,EXPRT,ANAM / 09,31800,4630,,3-5-2020 12:59:45 PM,,,"PORK, FROZEN",,-23,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5120708,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500204,ZIMUVAN0081759,EXPRT,ANAM / 09,31830,4660,,3-5-2020 12:55:50 PM,,,"PORK, FROZEN",,-23,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7012873,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-460212,ZIMUVAN0081375A,EXPRT,ANAM / 09,25052,3900,,2-20-2020 3:34:16 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU6771850,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-460214,ZIMUVAN0081375A,EXPRT,ANAM / 09,29006,3890,,2-20-2020 3:23:20 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6455862,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380216,ZIMUVAN0081645,EXPRT,ANAM / 09,27950,3700,,3-4-2020 2:50:35 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TLLU4445520,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-220606,ZIMUVAN0081645,EXPRT,ANAM / 09,27947,3700,,3-4-2020 2:58:55 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7081895,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-100716,ZIMUVAN0081607,EXPRT,ANAM / 09,26995,3900,,3-4-2020 11:22:44 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAAU5239888,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-100714,ZIMUVAN0081607,EXPRT,ANAM / 09,26650,3700,,3-4-2020 11:29:05 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2300574,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-100914,ZIMUVAN0081607,EXPRT,ANAM / 09,26692,3700,,3-4-2020 11:37:35 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8781013,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301014,ZIMUVAN0081199,EXPRT,ANAM / 09,28685,4000,,3-4-2020 5:38:20 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU4804614,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231210,SSPHMTL0084061,EXPRT,ANAM / 09,27220,2200,,3-4-2020 6:01:35 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
SEGU5681098,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500288,ZIMUVAN937825,EXPRT,ANAM / 09,24345,4000,,3-1-2020 5:10:55 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5127298,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500282,ZIMUHFX0024874,EXPRT,ANAM / 09,25961,4700,,3-4-2020 1:37:17 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU7127517,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301208,ZIMUVAN0081607,EXPRT,ANAM / 09,26784,3810,,3-4-2020 2:36:07 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8499072,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300904,ZIMUVAN0081039,EXPRT,ANAM / 09,28945,3900,,3-5-2020 9:14:26 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1410267,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290604,ZIMUMTL904628,EXPRT,ANAM / 09,29302,2260,,3-5-2020 10:23:04 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU6265173,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-100712,ZIMUVAN0081677,EXPRT,ANAM / 09,26308,3700,,3-4-2020 11:33:44 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6134543,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-220608,ZIMUVAN0081645,EXPRT,ANAM / 09,27923,3700,,3-4-2020 11:17:11 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU9535274,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380212,ZIMUVAN0081645,EXPRT,ANAM / 09,27787,3770,,3-4-2020 11:32:54 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8936054,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-180988,ZIMUORF0963761,EXPRT,ANAM / 09,8417.83,3899.99,,2-29-2020 2:42:30 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5863766,40RE96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300486,ZIMUMTL0084012,EXPRT,ANAM / 09,30037.35,4660,,3-3-2020 9:34:33 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5107692,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380282,ZIMUMTL0083701,EXPRT,ANAM / 09,30476,4680,,2-26-2020 10:46:41 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,ZCSU510769,,,,,,,,,,,,,,,,
ZIMU2923114,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-030786,ZIMUTRT0106702,EXPRT,ANAM / 09,22640,2350,,2-24-2020 5:11:40 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8187676,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-101484,ZIMUVAN0081360,EXPRT,ANAM / 09,28819,3841.93,,3-1-2020 9:36:45 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
MCKU0205875,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090206,ZIMUMTL0083667,EXPRT,ANAM / 09,29700,2185,,3-4-2020 4:56:32 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU1393004,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-390402,ZIMUTRT0106702,EXPRT,ANAM / 09,22560,2350,,2-24-2020 3:48:12 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3062664,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090386,ZIMUORF0960985,EXPRT,ANAM / 09,18763.29,2350,,2-26-2020 12:50:09 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1011159,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310602,ZIMUMTL904628,EXPRT,ANAM / 09,29383,2260,,3-5-2020 10:51:17 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2629836,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380418,ZIMUVAN937853,EXPRT,ANAM / 09,29372,3720,,3-6-2020 8:55:06 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TLLU4942173,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-220614,ZIMUVAN0081194,EXPRT,ANAM / 09,29874,3700,,3-4-2020 11:08:51 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2645924,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380416,ZIMUVAN937853,EXPRT,ANAM / 09,29366,3720,,3-6-2020 8:56:49 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2733537,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380412,ZIMUVAN937853,EXPRT,ANAM / 09,29947,3720,,3-6-2020 9:10:05 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4557200,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580104,ZIMUVAN937853,EXPRT,ANAM / 09,29887,3900,,3-6-2020 9:38:10 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU3015594,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-211012,SSPHMTL0084061,EXPRT,ANAM / 09,28547,2185,,3-4-2020 5:55:13 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1058285,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-211212,ZIMUMTL0083249,EXPRT,ANAM / 09,29670,2260,,3-4-2020 6:14:00 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8649613,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580316,ZIMUVAN937853,EXPRT,ANAM / 09,29295,3900,,3-6-2020 9:42:15 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FCIU4104955,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-211412,ZIMUMTL0083249,EXPRT,ANAM / 09,29670,2180,,3-4-2020 6:24:59 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2873944,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231412,ZIMUMTL0083249,EXPRT,ANAM / 09,29680,2280,,3-4-2020 6:26:34 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
HNSU5025242,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300288,ZIMUORF0962734,EXPRT,ANAM / 09,7293,4100,,3-2-2020 9:40:07 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
SEGU2321713,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231008,SSPHMTL0084061,EXPRT,ANAM / 09,29483,2180,,3-4-2020 5:48:07 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU5471392,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380084,ZIMUMTL0083700,EXPRT,ANAM / 09,30436,4640,,2-26-2020 10:03:18 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCKU2026129,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110008,ZIMUCHI902812,EXPRT,ANAM / 09,6989.64,2350,,2-29-2020 1:05:51 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6538689,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-181288,ZIMUORF0964311,EXPRT,ANAM / 09,4615.36,4000,,3-3-2020 4:50:01 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8647652,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580206,ZIMUVAN937854,EXPRT,ANAM / 09,30065,3900,,3-6-2020 12:55:42 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU2353731,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110386,ZIMUORF0961906,EXPRT,ANAM / 09,10933.84,2179.96,,2-26-2020 11:10:29 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5113062,40RE96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660684,ZIMUMTL0083922,EXPRT,ANAM / 09,32760,4680,,3-6-2020 3:16:20 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCLU3042517,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-211210,SSPHMTL0084061,EXPRT,ANAM / 09,29363,2200,,3-4-2020 6:04:17 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU1048658,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470208,ZIMUMTL0083523,EXPRT,ANAM / 09,23621,2100,,3-4-2020 6:28:57 PM,,,BEANS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRLU8858890,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450208,ZIMUMTL0083523,EXPRT,ANAM / 09,23621,2230,,3-4-2020 6:18:58 PM,,,BEANS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
RFCU5054026,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300488,ZIMUORF0961763,EXPRT,ANAM / 09,9913,4000,,2-22-2020 10:58:41 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TLLU5873483,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300388,ZIMUORF0961763,EXPRT,ANAM / 09,9209,4000,,2-22-2020 10:48:59 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU6298410,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300090,ZIMUORF0961763,EXPRT,ANAM / 09,9135,4000,,2-22-2020 11:10:28 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5838418,40RE96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660082,ZIMUTRT0106031,EXPRT,ANAM / 09,32793,4740,,3-4-2020 6:18:15 PM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU6538759,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580302,ZIMUVAN937853,EXPRT,ANAM / 09,29696,3810,,3-6-2020 11:37:48 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8844620,40RE96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660686,ZIMUMTL0083937,EXPRT,ANAM / 09,30695,4420,,3-3-2020 9:36:05 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2693769,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380414,ZIMUVAN937853,EXPRT,ANAM / 09,28835,3720,,3-6-2020 8:59:55 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8742520,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580304,ZIMUVAN937853,EXPRT,ANAM / 09,29533,3900,,3-6-2020 11:28:15 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6043757,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580306,ZIMUVAN937853,EXPRT,ANAM / 09,29056,3730,,3-6-2020 11:05:06 AM,,,WODOPULP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCKU6644383,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580310,ZIMUVAN937853,EXPRT,ANAM / 09,29525,3700,,3-6-2020 10:57:55 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCLU6605018,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580308,ZIMUVAN937853,EXPRT,ANAM / 09,29286,3840,,3-6-2020 11:00:45 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU9615003,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580312,ZIMUVAN937853,EXPRT,ANAM / 09,29314,3770,,3-6-2020 10:54:45 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1168220,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231212,SSPHMTL0084061,EXPRT,ANAM / 09,29513,2350,,3-4-2020 6:12:34 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5122790,40RE96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380386,ZIMUVAN0081694,EXPRT,ANAM / 09,30800.5,4700,,3-4-2020 11:17:49 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2475593,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-181188,ZIMUVAN937801,EXPRT,ANAM / 09,10769,3700,,3-4-2020 1:21:47 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FCIU4242825,20GP86,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-071382,ZIMUMTL904709,EXPRT,ANAM / 09,25460,2180,,3-4-2020 5:04:02 PM,,,KITCHENWARE TABLEWARE & HOUSEHOLD PRODUCTS OF CO,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5847282,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660410,ZIMUMTL0083986,EXPRT,ANAM / 09,30747.89,4800,,3-3-2020 10:07:38 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU2719101,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660214,ZIMUVAN937853,EXPRT,ANAM / 09,28742,3720,,3-6-2020 11:42:36 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU2601407,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450206,ZIMUMTL904884,EXPRT,ANAM / 09,23672,2100,,3-6-2020 1:12:31 PM,,,BEANS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2794378,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110206,ZIMUMTL0083667,EXPRT,ANAM / 09,29720,2350,,3-4-2020 4:58:04 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU3265091,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110204,ZIMUMTL0083667,EXPRT,ANAM / 09,29440,2230,,3-4-2020 5:06:26 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1043937,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-051382,ZIMUMTL0083249,EXPRT,ANAM / 09,29680,2260,,3-4-2020 6:21:18 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3006439,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090008,ZIMUORF0965482,EXPRT,ANAM / 09,12869.77,2179.96,,2-26-2020 1:37:49 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3036963,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470004,ZIMUTRT0106494,EXPRT,ANAM / 09,24512,2181,,2-26-2020 9:56:52 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CRSU1121364,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450106,ZIMUTRT0106494,EXPRT,ANAM / 09,24652,2350,,2-29-2020 8:40:43 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
